country,code,year,region,incgroup,kyoto,co2_pc,co2_gdp,ghse,gdp_pc,gdp_g,gdp_g5,unem,gobexp,hmcd,lendborr,fiscrev,expfuel,tourism,daysbus,imp,exp,tradebal,urbanpop,denspop,minexp,lifexp,school,elec_pc,pop,pop_g,inf,rir,capform,ind_work,savings,cer_yield,agr_prod,fert_cons,forest,energy_gdp,surface,elect_rnw,natrent,minrent,gasrent,forrent,coalrent,energy_pc,fossil_use,agr_va,agr_emp,pol_syst,pol_or,pol_dem,cci,ind_va,serv_emp,oilrent,gasrent,impfuel
Belgium,BEL,2007,Europe & Central Asia,High income,1,9.755475498,0.200134411,131823.167,48744.61852,3.676881136,1.706884585,7.460000038,40.29353449,1.972409451,-0.44593007,24.78853753,7.081015884,3.41959992,4.5,74.16664217,78.3018047,4.13516253,97.505,350.9147952,3.653724534,79.78292683,101.5342178,8614.679503,10625700,0.734330831,1.8230563,,24.60327415,24.43000031,28.38305549,8530.7,94.07,335.0882002,22.55941215,5.413183527,30530,3.982725528,0.021740691,0,0,0.021740691,0,8614.679503,,0.88752394,1.720000029,Parliamentary,Right,8,1.355735,22.28195248,73.72000122,0,0,11.64336577
Benin,BEN,2007,Sub-Saharan Africa,Lower middle income,1,0.531738861,0.198031007,39886.08,2685.129309,5.986349322,4.643030871,0.819999993,,,,,3.063881291,15.28059536,34.5,27.07093104,22.04285312,-5.028077922,41.558,74.98042746,1.16023297,58.255,,79.718096,8454793,2.854085561,1.298068133,4.344562975,16.376868,19.04999924,14.13349447,1148.7,58.22,0.2456,33.56819794,8.793371797,114760,1.363636364,4.187371032,0.00105727,0,4.15079855,0,79.718096,72.66654993,26.97108697,47.06999969,Presidential,NA,7,-0.4631715,19.51117718,35.61000061,0,0,20.44135671
Burkina Faso,BFA,2007,Sub-Saharan Africa,Low income,1,0.111924126,0.070355754,43631.841,1590.831163,4.111379018,4.35296383,3.299999952,12.31298231,0.659555211,-4.818947369,11.27918912,0.004418956,8.226009232,18,23.43117507,10.34854222,-13.08263286,22.996,52.09072003,0.211224922,54.841,67.6690979,,14252021,3.011815794,-0.230627306,2.204376718,18.25108478,14.68999958,,996.3,59.26,10.10102041,25.09685673,7.028742614,274220,18.1372549,6.356587761,0.023859472,0,6.332728289,0,0,39.66925034,21.83948741,73.45999908,Presidential,Right,0,-0.3318754,22.5483344,24.78000069,0,0,21.95847309
Bangladesh,BGD,2007,South Asia,Lower middle income,1,0.312205696,0.123055578,161041.755,2537.111286,7.058599357,3.83312394,3.910000086,8.662793141,2.707829583,-1.145128944,6.917262669,1.622826356,,,22.94704781,16.99533485,-5.95171296,28.237,1095.954337,0.425047395,68.648,101.6202469,206.1048823,142660376,1.226617775,9.106984969,5.789111438,26.17849707,15.28999996,34.12777478,3479.3,78.2,184.4110798,14.58045556,3.37923653,148460,2.415739397,0.747608298,0,0.479957921,0.193756109,0.019382214,206.1048823,,17.80653678,57.18999863,Parliamentary,NA,-6,-1.056078,24.50054101,36.86999893,0.150246828,0.779625313,10.48649535
Bulgaria,BGR,2007,Europe & Central Asia,Upper middle income,1,6.925435282,0.416269326,72526.719,16636.90993,6.557081052,5.953034408,6.880000114,32.84542767,2.336117096,1.20419561,22.88555382,14.60377177,15.89852061,39,71.2219405,52.38770566,-18.83423484,71.278,69.47185342,17.77068028,72.66341463,106.8442688,4523.322878,7545338,-0.735282284,8.40253419,-0.977423018,33.62720509,35.5,10.46409295,2371.3,56.96,102.0094003,33.40760519,7.555034851,111000,6.802990428,0.885636945,0.453981547,0.003499628,0.314150426,0.419496333,4523.322878,66.41712545,4.654687763,11.14000034,Assembly-Elected President,Left,9,-0.1834969,26.2440436,56.95999908,0.031569611,0.058347944,19.69051088
Bahrain,BHR,2007,Middle East & North Africa,High income,1,25.91525689,0.551382084,0,47000.54219,8.293960448,3.348550668,1.200000048,,0.386128712,,,80.82879531,10.7078738,9.4,58.10552134,79.67952923,21.57400789,88.488,1381.225333,10.81429867,75.625,,20592.34361,1035919,7.776022595,3.256666667,-0.156120282,34.71326042,33.40000153,48.75921021,,112.03,1153.542857,0.633333333,10.91217067,750,0,5.075147426,0,1.996820733,0.000665347,0,20592.34361,77.72065833,0.29227169,1.470000029,Presidential,NA,-7,0.1807736,45.91786529,65.37000275,3.651224893,3.131986391,51.97664686
"Bahamas, The",BHS,2007,Latin America & Caribbean,High income,1,5.325692302,0.131797487,4128.8887,40408.14745,1.446733889,2.704670969,7.880000114,11.86754238,23.11885165,-0.756624858,11.35886589,0,64.62398163,30.5,47.92086145,40.09195411,-7.828907343,82.302,33.70519481,11.2620271,71.998,98.39376831,,337389,1.901849904,2.492577949,2.479595861,30.51041877,17.95000076,28.41353495,3400,79.82,,50.93506494,2.844703351,13880,0,0.007119133,0,0,0.007119133,0,0,97.83177195,1.093391246,3,Parliamentary,Center,,1.336277,9.259451101,79.73999786,0,0,19.84725288
Bosnia and Herzegovina,BIH,2007,Europe & Central Asia,Upper middle income,0,4.691454151,0.447864633,24673.0881,10475.16104,5.859118402,5.300000633,28.97999954,36.07361258,1.754017164,0.916556039,21.39426966,7.918839669,18.75179633,93,56.45030422,27.10155319,-29.34875103,44.601,73.49191406,17.56668059,75.498,,2382.543148,3762786,-0.070083064,1.500777106,0.919933098,25.78043441,32.59000015,12.22767114,2521.6,92.86,21.30039139,41.12025391,6.406969454,51210,33.95281738,0.879184682,0.038286497,0,0.685340952,0.785172004,2382.543148,0,7.704953273,22.70000076,,NA,,-0.3767459,21.77244412,47.59999847,0,0,14.03054484
Belarus,BLR,2007,Europe & Central Asia,Upper middle income,1,6.330314039,0.439076008,95710.8225,14417.35353,8.600006536,5.04526748,7.010000229,34.65778225,6.845620396,0.43150871,23.72669873,35.0680055,1.782464862,49,67.21082526,60.94305272,-6.267772548,73.273,47.1215032,0.654563966,70.20731707,101.7897263,3393.908536,9560953,-0.458847536,8.426752735,-3.807565698,34.09190318,31.84000015,29.46173753,2433,101.67,218.3547744,42.00542139,9.32464601,207600,0.157089447,1.739717146,0,0.058806462,0.58491496,0,3393.908536,91.07144944,8.303169959,13.97000027,,NA,-7,-0.6594017,37.04727922,56.09000015,1.077037335,0.033052686,35.14594474
Belize,BLZ,2007,Latin America & Caribbean,Upper middle income,1,1.594214531,0.21907289,1802.16292,7277.096364,0.510341123,4.729923655,8.510000229,24.0752202,32.43810842,0.882549544,23.2645486,28.20803539,,43,62.12878264,62.0031653,-0.125617332,45.279,13.10938185,0.00201299,70.636,113.1168289,,299025,2.60739692,,9.363474188,19.90064879,17.29000092,14.07414866,2851.8,104.34,60.87142857,61.89228409,5.050241209,22970,82.2754469,0.276540835,0.00028688,0,0.276253955,0,0,92.34180176,11.70384555,22,,NA,,-0.3668478,18.40162787,63.40000153,3.778678771,0,16.0471819
Bermuda,BMU,2007,North America,High income,0,11.24603933,0.114454194,,98257.9927,3.345139709,-1.477790375,,,4.623066017,,,,,,,,,100,1201.62963,,78.93414634,,,64888,0.565689754,,,,,,,90.21,,18.51851852,2.735172715,54,0,0,0,0,0,0,0,0,0,,,NA,,1.269965,0,,0,0,9.182139002
Bolivia,BOL,2007,Latin America & Caribbean,Lower middle income,1,1.290181483,0.212013095,227561.899,6085.385811,4.564382752,2.485564847,2.640000105,21.81104345,8.055709521,1.242121656,16.9648658,47.92415258,6.579564181,49,34.26625502,41.79565662,7.529401602,65.082,8.823445952,26.16430803,66.395,112.3887634,538.6862855,9558439,1.719932541,8.705609236,5.110628203,15.18665491,19.67000008,29.74568691,1963.3,67.57,5.88731719,49.56210099,4.723708253,1098580,41.69863969,5.380466163,0.028456275,1.542541644,0.481903748,0,538.6862855,,10.01115609,35.09000015,Presidential,Right,8,-0.4037066,28.28979071,44.22999954,6.196379637,3.594586598,8.043246556
Brazil,BRA,2007,Latin America & Caribbean,Upper middle income,1,1.910334175,0.140874438,2703498.56,13560.5451,6.069870608,3.053461858,8.329999924,,23.47072822,,,8.27700076,2.862353669,,11.96493627,13.3276751,1.362738836,83.448,22.7479371,11.75616378,72.618,128.1797943,2167.606584,190130443,1.037862037,3.641272991,35.02251547,19.81932597,22.48999977,19.76621732,3385.4,77.17,233.1424107,62.62554468,3.88866755,8515770,88.21467965,3.663816595,1.088222459,0.034465896,0.724421757,0.008247743,2167.606584,82.04786586,4.416915436,16.68000031,Assembly-Elected President,Right,8,-0.0759291,23.12538041,62.83000183,2.066063183,0.029268639,18.53046675
Barbados,BRB,2007,Latin America & Caribbean,High income,1,4.881438823,0.288775319,,16903.93361,2.202086187,0.787401575,7.409999847,29.25723749,8.970186688,-7.60821193,25.95975461,22.98695554,55.17788615,,50.66940094,48.64899765,-2.020403295,32.451,648.1395349,2.353297673,78.097,99.64701843,,278700,0.439788762,4.034229829,2.141576349,18.97516474,17.17000008,11.50414054,2630,179.47,133.6153846,14.65116279,4.105815187,430,0,0.230453229,0,0.012550319,0.005747924,0,0,52.66064026,0,4.559999943,Parliamentary,Left,,1.410959,0,79.81999969,0.390568334,0.007380924,1.463774836
Brunei Darussalam,BRN,2007,East Asia & Pacific,High income,0,22.44413479,0.315882824,12998.2302,71052.08977,0.154581812,3.872096967,6.489999771,,0.800070406,,,96.14518115,2.739584663,121.5,27.8977165,67.85275077,39.95503427,73.892,71.15085389,0.091878189,74.351,109.6869583,8614.137319,374965,1.261912434,0.96777412,4.331025432,12.98480375,20.31999969,53.93686436,792.8,80.46,377,73.0740038,4.719663684,5770,0,23.44287886,0,6.624637016,0.089331874,0,8614.137319,0,0.689655172,1.019999981,Presidential,NA,,0.2146689,71.30481892,78.87000275,21.61489699,5.791548265,2.135280042
Bhutan,BTN,2007,South Asia,Lower middle income,1,0.590138612,0.087518494,2326.55307,6743.016107,18.36085406,10.99228184,3.700000048,18.82129411,2.105665293,2.520791428,7.69828607,36.51445985,7.381331243,48,58.65804724,56.275756,-2.382291241,32.469,17.44303067,14.88068627,66.709,97.91548157,,664876,1.129268455,5.156111388,10.72966446,30.03429982,7.25,27.25986404,1791.3,108.94,9.009537784,70.19185665,13.73789061,38394,99.96952149,3.347624751,0,0,3.230045726,0.274907739,0,100,16.73711163,64.68000031,Presidential,NA,-5,0.8810524,45.09978799,30.52000046,0,0,15.89837339
Botswana,BWA,2007,Sub-Saharan Africa,Upper middle income,1,2.256363909,0.160577767,26082.8828,14051.53376,8.276763793,6.069530868,17,30.09057238,14.92968651,5.216189438,25.71281584,0.248985732,9.121269979,105,40.58855625,54.51608256,13.92752631,57.928,3.309263671,23.21778273,54.983,109.8346481,1535.090876,1875459,2.131424745,7.080998472,10.7573147,30.79236437,19.44000053,49.5251812,1214.5,72.2,,29.63068833,3.308913126,581730,0,1.624342349,1.089032469,0,0.396498448,0.310701155,1535.090876,0,2.240732656,21.21999931,Parliamentary,Right,8,1.003517,41.800127,56.79000092,0,0,15.59149903
Central African Republic,CAF,2007,Sub-Saharan Africa,Low income,1,0.060272129,0.055669122,695449.724,1082.685101,4.607534855,3.616542192,4.170000076,,,,,,,22,23.4655716,14.11532742,-9.350244178,38.339,6.738595139,26.57675643,45.636,72.96401978,,4198010,1.922623931,,,10.68724058,7.639999866,,1009.5,101.86,0.313005181,36.42653055,6.057809276,622980,85.0931677,11.74748301,0.003396602,0,11.74408641,0,0,66.00371814,0,75.16999817,Presidential,Right,-1,-1.189861,0,18.53000069,0,0,0.855009584
Canada,CAN,2007,North America,High income,0,17.38715721,0.378046138,892066.85,45992.15662,6.868608857,3.422146171,6.039999962,17.00728044,1.812892765,1.791447521,13.36941352,22.1140335,3.580550311,3.5,32.13795461,34.3193529,2.181398281,80.396,3.66836148,9.244351994,80.54390244,98.96647644,16683.13366,32889025,0.971135141,2.138383993,7.531595203,23.97059609,21.67000008,24.76889962,2758.8,69.21,78.83548503,38.75552395,8.25717246,9879750,60.29627226,3.003847794,0.1830133,1.60094292,0.131490711,0.107314639,16683.13366,,1.407025723,2.109999895,Parliamentary,Left,10,2.0009,29.07535404,76.33000183,1.575652994,1.073426392,9.388147137
Switzerland,CHE,2007,Europe & Central Asia,High income,1,5.046599596,0.07797284,54112.486,64722.53113,4.111877785,0.162612987,3.650000095,16.72378626,0.676663059,0.64323538,9.270160178,2.410110688,4.996038789,18,50.0072114,61.3036353,11.2964239,73.53,191.0901154,3.489929711,81.74146341,102.1081085,8163.295576,7551117,0.893690978,0.732336631,,24.26326544,22.54000092,34.68082568,5086.5,107.09,229.8967044,30.9534872,2.621101093,41290,54.906004,0.018426768,0,0,0.018426768,0,8163.295576,74.73558379,0.801680674,4.239999771,Parliamentary,NA,10,2.150764,26.16617723,73.44999695,0,0,6.897556492
Channel Islands,CHI,2007,Europe & Central Asia,High income,0,,,,,5.898329661,-1.632206598,6.449999809,,,,,,,,,,,30.867,780.989899,,80.802,,,154636,1.058376043,,,,31.21999931,,,,,4.863636364,,198,0,0,0,,0,,,83.06888313,,4.230000019,,NA,,,0,65.08999634,NA,NA,0
Chile,CHL,2007,Latin America & Caribbean,High income,1,4.333797151,0.212333141,113127.232,20410.36616,4.905324504,3.106970532,8.430000305,15.94529665,3.72651246,8.325059072,20.25693262,1.852531365,2.86658375,40,31.33841161,45.06900389,13.73059228,86.9,22.23198867,64.45532879,78.099,106.7814789,3339.464537,16530195,1.068537508,4.407799384,3.164327288,20.84546483,23.37999916,28.39142893,5390,85.07,534.1006339,22.12789766,4.208015603,756096,44.15559999,7.622699574,6.984655099,0.046688787,0.561379835,0.002449512,3339.464537,51.49093203,3.7105011,13.60000038,Presidential,Right,10,1.396431,39.94378159,64.30999756,0.022405878,0.033845175,26.06703955
China,CHN,2007,East Asia & Pacific,Upper middle income,1,5.082123622,0.74790191,9124046.5,6795.174012,14.23086093,9.13363079,4.300000191,,1.197553727,,9.771406065,1.711198487,,,26.75856495,35.43479853,8.676233581,45.199,139.8330981,1.798056233,73.553,100.7070465,2325.926769,1317885000,0.522271866,4.816765313,-0.259570586,40.48219017,26.79999924,50.16161485,4875.8,77.79,387.1512987,20.53406803,9.446755652,9600000,15.26334714,2.092796806,0.141710509,0.07665681,0.240689051,1.987485229,2325.926769,,10.24616576,49.09999847,Assembly-Elected President,Left,-7,-0.5896475,46.88416923,32.40000153,1.861197533,0.116696286,12.07745769
Cote d'Ivoire,CIV,2007,Sub-Saharan Africa,Lower middle income,1,0.353478286,0.097375594,27859.552,3630.050106,1.765036784,-1.667642138,5.710000038,15.05226292,,0.013333294,15.05841675,32.5902774,1.197016551,42,42.21164881,47.22598261,5.014333804,46.071,60.28690881,0.380226875,51.091,68.98220062,187.1032109,19171237,2.195517817,1.892006293,1.766704283,12.67022898,11.36999989,9.977790722,1827,71.64,23.99,13.53534906,8.388273166,322460,33.95489256,3.563536526,0.036866006,0.195727187,2.678591862,0,187.1032109,76.0264465,21.99480637,50.68999863,Presidential,NA,0,-1.091263,23.2717154,39.59000015,4.287029138,0.468233999,30.16951585
Cameroon,CMR,2007,Sub-Saharan Africa,Lower middle income,1,0.311484739,0.101655364,120331.649,3064.124968,4.902201732,4.237203677,3.059999943,,,,,58.67944366,4.009863439,38,29.60777145,28.8854045,-0.722366945,49.746,39.62319816,6.161859892,53.681,104.2417526,253.7601943,18730282,2.742005436,0.921402246,,20.84062689,11.17000008,20.32549925,1619.9,65.8,8.622840852,44.6565188,5.421705259,475440,74.82357429,5.878917379,0.013304471,0,3.029831312,0,253.7601943,87.40785733,13.17893793,64.04000092,Presidential,NA,-4,-1.020625,28.64019344,29,7.675510853,0.00636448,4.104965242
"Congo, Dem. Rep.",COD,2007,Sub-Saharan Africa,Low income,1,0.030049313,0.036776929,895387.99,817.0696544,6.259477764,2.947765184,3.109999895,,,,,,0.010702873,132.5,41.07014126,39.07191379,-1.998227477,38.47,25.78402902,,55.091,93.10951233,105.2457208,58453683,3.261382602,16.94510065,22.22435169,13.70828422,8.399999619,13.58534654,771.5,48.08,0.634776119,61.39608743,22.32833,2344860,98.89621923,29.44441105,0.338096987,0,27.75374898,0,105.2457208,24.25328525,21.6022053,72.80999756,,NA,5,-1.357004,30.20697115,20.67000008,2.697162659,0.010314419,0
"Congo, Rep.",COG,2007,Sub-Saharan Africa,Lower middle income,0,0.313142347,0.071022906,34160.312,4409.033174,-6.613994804,4.581870061,17.48999977,18.47337749,,11.31460918,6.027573817,87.02461809,0.535734183,38.5,80.10123467,68.48539072,-11.61584395,61.893,11.35027526,0.036483029,57.541,106.163147,125.3831474,3876119,3.437512885,2.654646451,,61.05369606,23.29999924,22.68102596,780.7,83.63,0.359183673,64.74670571,2.86090714,342000,82.30958231,34.75341539,0.000553696,,6.52549545,0,125.3831474,28.88515826,4.919811081,41.00999832,Presidential,Left,-4,-1.146641,57.07041752,37.43999863,47.59574958,0.245867072,4.267250415
Colombia,COL,2007,Latin America & Caribbean,Upper middle income,1,1.427394293,0.127451769,177034.101,11199.48596,6.738194691,2.503980466,11.19999981,,39.32093805,,,36.25080751,7.488786294,41,20.66575497,16.43314213,-4.232612846,76.816,39.42092114,2.341007242,74.732,123.1524734,988.5793229,43737512,1.234478054,5.545141282,9.67644438,23.45428069,19.52000046,19.2727054,3615.9,86.37,544.2912913,55.32771789,2.589646033,1141750,81.53339128,4.626446328,0.453797167,0.113131833,0.155687457,0.896865998,988.5793229,2.873759641,6.934558676,21.54999924,Presidential,Center,7,-0.2159635,30.57903507,61.11999893,4.248201906,0.124540925,2.777454483
Comoros,COM,2007,Sub-Saharan Africa,Lower middle income,0,0.160026184,0.057622251,513.65354,2777.15955,0.800042349,2.324944861,5.300000191,,,,,,42.46988245,30,24.18083725,8.975341967,-15.20549528,27.867,344.7716282,,60.734,103.9731827,,641620,2.396717366,4.466167101,6.71696605,16.8874091,15.59000015,12.78212495,1310.8,94.27,,20.74905965,4.123873605,1861,0,1.660173064,0,0,1.660173064,0,0,35.15468123,28.95664626,56.36000061,,NA,9,-0.7067446,12.41024133,33.54999924,0,0,0.754494357
Cabo Verde,CPV,2007,Sub-Saharan Africa,Lower middle income,1,1.065225445,0.177000792,0,6018.195917,15.17068797,5.250891246,10.36999989,24.82951779,6.104402116,,20.90676315,0,66.28900171,52,66.20682867,36.01741324,-30.18941543,59.363,117.8808933,0,70.676,116.0254364,,475060,1.247593573,4.410997042,1.654809797,49.78971192,22.78000069,38.21037088,379.2,102.08,,10.37717122,3.226689688,4030,2.548881386,0.709048657,0,0,0.709048657,0,0,74.41022167,8.517737666,21.53000069,,NA,10,0.8898132,16.90383313,59.16999817,0,0,11.05663864
Costa Rica,CRI,2007,Latin America & Caribbean,Upper middle income,1,1.844061519,0.117338159,11298.0278,15715.78704,8.16789615,3.291753162,4.489999771,21.27215682,8.377555779,1.70818264,14.93464546,0.57598411,22.32142604,90,46.11585145,40.79568223,-5.320169217,68.174,86.26376812,1.457324072,78.362,113.6890335,1885.516779,4404628,1.353523048,9.357220397,2.04736035,23.46512958,22.26000023,17.72412599,3171.4,85.29,858.04355,56.1497454,3.501223324,51100,92.02209945,0.985496437,0.000195718,0,0.985300719,0,1885.516779,0,7.956961705,15.21000004,Presidential,Left,10,0.5165263,24.0130398,64.48000336,0,0,11.92576654
Cuba,CUB,2007,Latin America & Caribbean,Upper middle income,1,2.307209272,,44012.986,,7.262136966,1.424821261,1.789999962,,5.04838764,,,,,,17.6312498,20.33635987,2.705110069,76.32,105.7038895,,78.019,99.71524048,1302.44788,11251122,-0.089959437,,,10.18396387,18.03000069,,3188.8,95.22,35.69913238,26.14524615,2.202804848,109890,3.046981389,1.978062819,0.793424644,0.035036115,0.104378375,0,1302.44788,0,3.908101679,23.52000046,Assembly-Elected President,Left,-7,0.3068026,22.52699906,63.22999954,1.457787197,0.075480092,0
Curacao,CUW,2007,Latin America & Caribbean,High income,0,,,,28963.40996,2.469962305,0.397065105,,,19.03660153,,,,,,85.19568041,60.85344206,-24.34223835,90.287,324.4504505,,75.36341463,,7323.540845,144056,1.974862198,2.995720399,,,,,,,,,,444,2.547770701,,,,,,7323.540845,49.06389155,0.63715195,,,NA,,,16.39599226,,NA,NA,0
Cayman Islands,CYM,2007,Latin America & Caribbean,High income,0,10.9420811,0.136010051,,80450.53288,3.162625338,,,,3.825554705,,,,,,,,,100,217.8333333,,,96.6866684,,52280,2.989933458,,,,,,,97.51,,53.2625,,264,0,,,,,0,0,88.89179662,0.249992681,,,NA,,1.269965,9.65080208,,0,0,0
Cyprus,CYP,2007,Europe & Central Asia,High income,1,7.704846138,0.265887628,9077.2757,39894.67897,5.098068453,3.722956499,3.920000076,60.97039877,1.222139911,5.586847339,48.56342169,0.007580082,30.21232135,,58.01605326,53.25889801,-4.757155251,67.982,115.1204545,14.22637857,78.91,102.4738388,4377.12052,1063713,1.726368247,2.372651837,,24.38121085,22.52000046,14.06295457,2263.9,132.07,109.8360656,18.66569264,3.759394482,9250,0.061588996,0.009410328,0.008379857,0,0.001030471,0,4377.12052,84.97962141,2.02354111,5.190000057,Presidential,NA,10,1.080966,18.19710261,73.09999847,0,0,16.77893904
Czech Republic,CZE,2007,Europe & Central Asia,High income,1,11.97109098,0.351422438,149838.9549,34064.67458,5.570338859,1.569855328,5.320000172,32.35668668,1.216505665,-0.926355598,14.61169007,2.630560922,6.194299391,32,63.67824812,66.10076919,2.422521067,73.463,133.3181618,1.90292152,76.72439024,103.1852722,6518.217413,10298828,0.583542205,2.853124372,2.171131434,32.39430781,40.22000122,29.46034824,3940.8,85.52,100.1696401,34.32172168,6.543270817,78870,3.88541999,0.433155288,0,0.007586905,0.207161825,0.44344807,6518.217413,,2.088905575,4.510000229,Assembly-Elected President,NA,9,0.3026025,34.18273662,56.20000076,0.036569255,0.009526898,7.873752127
Germany,DEU,2007,Europe & Central Asia,High income,0,9.496553659,0.201277425,972896.2254,47181.41477,2.976455131,-0.197973835,8.659999847,28.00208037,0.931373222,-0.166069893,11.33404013,2.280980413,3.320899652,18,36.5516593,43.3227581,6.771098798,76.378,235.9433619,3.283069335,79.53414634,104.7863388,7229.089913,82266372,-0.133718573,2.298341797,,21.37992839,29.89999962,27.86117873,5764.5,91.69,221.871769,32.67416181,4.099191676,357100,13.93800806,0.103989536,6.92E-05,0.037090781,0.033868644,0.057313558,7229.089913,,0.778860195,2.430000067,Parliamentary,Left,10,1.73584,27.23650257,67.84999847,0.027634434,0.046569875,10.54520684
Djibouti,DJI,2007,Middle East & North Africa,Lower middle income,1,0.573643834,,2432.43131,,,,11.17000008,,,,,,2.218291085,44,,,,76.853,34.74767041,,58.719,48.95087051,,805451,1.3610091,4.965976546,,,13.21000004,,1666.7,78.62,,0.241587575,4.902832008,23200,0,0.623059168,0,0,0.623059168,0,0,96.71664611,0,38.31000137,,NA,2,-0.5438493,0,51.56999969,0,0,0
Dominica,DMA,2007,Latin America & Caribbean,Upper middle income,1,2.589872166,0.229685525,195.278392,11275.73086,6.353759422,-2.828878531,,,9.887424608,,,0,50.05267192,14,56.08574311,35.08607781,-20.99966529,67.203,94.39333333,10.6387947,,92.79579163,,70795,0.108823935,3.632221293,7.528028385,,,,1333.3,95.99,276,63.82666667,3.381522637,750,17.5059952,0.022810796,0,0,0.022810796,0,0,83.06227734,10.44709096,,,NA,,0.6231093,13.41170037,,0,0,17.18818387
Denmark,DNK,2007,Europe & Central Asia,High income,1,9.213429503,0.171444264,67993.19979,53740.0862,0.909238928,0.466345571,3.799999952,36.06675082,0.712990318,5.034432919,35.09300117,8.463347215,3.624238142,6.5,48.58531613,51.48253505,2.897218925,86.293,128.7164271,1.804942421,78.19512195,100.0146713,6668.390266,5461438,0.443466054,1.693265862,,25.27783812,23.51000023,26.60707577,6096.6,85.85,142.4119688,13.71725194,3.325438477,43090,26.21070302,1.105933044,0,0.190428666,0.011459643,0,6668.390266,81.27195016,1.174415576,3.299999952,Parliamentary,Right,10,2.446026,22.16667353,73.52999878,1.354770628,0.284485808,4.990366167
Dominican Republic,DOM,2007,Latin America & Caribbean,Upper middle income,1,2.267220596,0.192848913,30393.1473,11756.46033,7.415951713,4.495103408,5.159999847,13.58623375,22.60448175,0.282389924,14.88626837,5.815709716,42.84479305,25,35.18520866,26.76202201,-8.423186652,70.02,193.3111364,1.296218907,71.304,113.7290497,1359.052244,9338861,1.295178505,6.143566552,7.608970504,28.35139098,22.46999931,23.88460977,4000.8,66.5,94.75731707,42.28782861,3.098345545,48670,14.13065193,1.13281669,1.106718156,0,0.026098534,0,1359.052244,0,6.51157391,14.27000046,Presidential,Right,8,-0.747674,30.54694685,64.66999817,0,0,1.579257013
Algeria,DZA,2007,Middle East & North Africa,Lower middle income,1,3.202067336,0.298762022,157333.425,10717.78572,3.4,5.6,13.78999996,,0.793163551,,,98.37843686,0.527401574,22,24.86995622,47.06814974,22.19819352,65.348,14.34538279,0.508916498,73.936,109.5317078,894.2846911,34166972,1.551382583,3.678995747,1.508187156,34.46947141,28.37999916,57.68181415,1470.3,59.23,14.96157451,0.762593734,3.576547705,2381740,0.607592214,23.39151334,0.032849934,2.985198207,0.140196434,0,894.2846911,0,7.570634058,21.71999931,Presidential,Left,2,-0.5599289,58.29752711,55.99000168,28.69184293,4.282374516,1.095295035
Ecuador,ECU,2007,Latin America & Caribbean,Upper middle income,1,2.233048279,0.227730795,49801.889,9805.649155,2.190063972,4.096776659,3.140000105,,15.89893621,,,59.99174561,3.895397887,65,30.65537045,31.93176797,1.276397519,62.104,57.56384684,0.824224237,74.514,110.0121078,952.8168216,14296557,1.672866586,2.27618478,,22.70482793,18.63999939,27.86974111,2617.3,89.18,199.1062762,53.30521421,3.521907321,256370,56.54165649,9.057918818,0.008105485,0.009014299,0.238845201,0,952.8168216,82.03661355,9.355655707,29.79999924,Presidential,NA,5,-0.7718189,34.45813175,52.88000107,16.54339987,0.019965266,20.818557
"Egypt, Arab Rep.",EGY,2007,Middle East & North Africa,Lower middle income,1,2.417069964,0.260601187,266252.2745,9274.976817,7.087827427,2.390204028,8.800000191,29.33523093,0.869208153,-4.557961869,15.34985231,52.21655726,23.26005676,17.5,34.82814178,30.24973147,-4.578410311,43.078,78.58970918,2.77331006,69.788,98.3864975,1424.568214,78232126,1.75170475,9.318969058,-0.077628594,20.85123523,22.15999985,23.34243942,7515.4,90.03,523.1669267,0.06400221,4.145413803,1001450,13.05932278,8.571277755,0.053964134,0.766675494,0.262932397,0,1424.568214,86.89827457,13.42012621,29.87000084,Assembly-Elected President,NA,-3,-0.7620175,35.06538668,46.08000183,10.91830068,2.496619213,14.74677827
Eritrea,ERI,2007,Sub-Saharan Africa,Low income,1,0.188456938,,4868.8631,,1.42682206,3.005429218,6.5,,,,,,,83,28.78770695,5.771852584,-23.01585437,33.017,29.66867327,,60.243,103.105072,81.76107345,2996536,2.648825363,,,12.67357541,8.210000038,,261,132.52,3.489552239,10.85485149,4.622240519,117600,0.694444444,4.529917392,0,0,4.529917392,0,81.76107345,99.75208391,24.26598059,67.76000214,,NA,-7,-0.4389185,19.19520823,24.06999969,0,0,0
Spain,ESP,2007,Europe & Central Asia,High income,1,7.920890716,0.199785267,439904.168,39647.02121,3.604687971,2.731022232,8.229999542,,1.060994622,,,4.719860757,,60,31.76286494,25.98473881,-5.77812613,77.74,90.61490052,3.122410002,80.87317073,104.1515884,6054.374438,45226803,1.851081308,2.787030473,,30.44222478,29.11000061,21.54092452,3250.7,94.86,157.7222311,36.28442027,3.823139888,505370,19.30930065,0.03783948,0.000705432,0.001212282,0.028252709,0.013936065,6054.374438,84.54844309,2.507951827,5.710000038,Presidential,NA,10,1.086643,26.30364868,66.37999725,0.002809968,0.000110537,14.92692308
