country,code,year,region,incgroup,kyoto,co2_pc,co2_gdp,ghse,gdp_pc,gdp_g,gdp_g5,unem,gobexp,hmcd,lendborr,fiscrev,expfuel,tourism,daysbus,imp,exp,tradebal,urbanpop,denspop,minexp,lifexp,school,elec_pc,pop,pop_g,inf,rir,capform,ind_work,savings,cer_yield,agr_prod,fert_cons,forest,energy_gdp,surface,elect_rnw,natrent,minrent,gasrent,forrent,coalrent,energy_pc,fossil_use,agr_va,agr_emp,pol_syst,pol_or,pol_dem,cci,ind_va,serv_emp,oilrent,gasrent,impfuel
Cabo Verde,CPV,2003,Sub-Saharan Africa,Lower middle income,1,0.684613162,0.157860746,317.10669,4336.816976,4.176259302,9.101469754,10.81000042,,3.333888982,,,,54.92314514,,67.40402964,31.36435117,-36.03967847,55.997,111.6451613,0.014635779,69.932,115.3991699,,449930,1.563286066,1.188170386,,,21.65999985,,379.2,95.48,,10.07940447,3.100878519,4030,2.689706987,0.709048657,0,0,0.709048657,0,0,73.97276515,10.14369825,21.53000069,,NA,10,0.5884089,18.5259963,56.81000137,0,0,13.15166678
Costa Rica,CRI,2003,Latin America & Caribbean,Upper middle income,1,1.591302752,0.120337243,10415.8412,13223.69297,4.25547684,4.304088637,6.559999943,23.72595602,7.204519251,-1.627922958,13.64479512,0.486551525,22.27047945,90,42.84389991,40.85087719,-1.993022722,63.08,81.55215433,0.711479996,77.871,,1643.590992,4164053,1.52763208,9.448252205,13.42165705,19.00525936,22.28000069,14.08781923,3171.4,72.77,919.6685714,56.04022718,3.285718502,51100,97.89346572,0.985496437,0.000195718,0,0.985300719,0,1643.590992,,8.879019721,15.21000004,Presidential,Left,10,0.7497552,24.28067687,62.50999832,0,0,7.691882115
Cuba,CUB,2003,Latin America & Caribbean,Upper middle income,1,2.269590762,,48493.237,,3.792740223,3.374502539,2.329999924,,5.71724484,,,1.498556672,,,13.63519882,12.95193475,-0.683264069,75.947,105.5374342,39.06466726,77.303,101.8320923,1193.408283,11229183,0.263339744,,,8.503615478,18.29999924,,3188.8,131.45,16.50266525,24.28665414,3.543649397,109890,5.363693865,1.978062819,0.793424644,0.035036115,0.104378375,0,1193.408283,,5.745211859,23.52000046,Assembly-Elected President,Left,-7,0.2428005,22.50593295,58.18000031,1.045223685,0.035036115,21.57018082
Curacao,CUW,2003,Latin America & Caribbean,High income,0,,,,30107.17996,0.288184819,-0.149343926,,,33.48335955,,,,,,,,,90.775,297.0653153,,,,7521.02019,131897,2.062102467,1.633713914,,,,,,,,,,444,2.709568163,,,,,,7521.02019,56.59465626,0.588146487,,,NA,,,15.48318111,,NA,NA,0
Cayman Islands,CYM,2003,Latin America & Caribbean,High income,0,10.38008235,,,,,,,,6.434454358,,,,,,,,,100,194.3,,,,,46632,2.785477371,,,,,,,95.52,,53.6125,,264,0,,,,,,,96.79430727,0,,,NA,,1.37669,0,,NA,NA,0
Cyprus,CYP,2003,Europe & Central Asia,High income,1,7.798570398,0.304647766,8896.65236,35155.5109,2.623286123,4.949926905,4.139999866,63.57929873,1.409071603,-9.824404284,37.61499171,3.588419558,36.92339928,,56.24252255,57.76214593,1.519623383,68.553,107.5284632,4.801248926,78.385,97.61051178,3918.221592,993563,1.684766829,4.139065387,,19.67579084,22.87999916,18.88393974,2263.9,169.43,158.2321429,18.61244589,4.274511788,9250,0,0.009410328,0.008379857,0,0.001030471,0,3918.221592,75.27021054,3.352910421,5.190000057,Presidential,NA,10,1.233545,18.01295541,71.94000244,0,0,9.900183165
Czech Republic,CZE,2003,Europe & Central Asia,High income,1,11.9715307,0.438091706,157836.1244,27326.54042,3.583688459,1.928288575,7.539999962,38.28508507,1.591931972,-6.441476604,14.98580461,2.876755958,8.704104049,57,48.24548106,46.72804779,-1.51743327,73.74,131.9269833,1.691142119,75.17073171,99.02735138,6074.849142,10193998,-0.028620591,0.118739206,4.597017352,29.69361618,39.88000107,25.93753006,3940.8,67.93,91.57430965,34.20883914,7.956665584,78870,2.26888524,0.433155288,0,0.007586905,0.207161825,0.183914708,6074.849142,,2.440027314,4.510000229,Assembly-Elected President,NA,10,0.5074309,32.34225338,55.61000061,0.03449185,0.007586905,7.470823305
Germany,DEU,2003,Europe & Central Asia,High income,0,9.971664889,0.231021316,1017485.978,43163.39744,-0.700116686,1.65943831,9.779999733,31.57562275,1.052510715,-1.629114159,10.99852141,1.512756313,3.667244449,45,29.03760677,32.81171295,3.774106178,75.577,236.6164273,2.133661973,78.3804878,102.098381,7009.726492,82534176,0.055363304,1.034227766,,20.43679377,31.37999916,22.01694371,5764.5,81.79,219.6980638,32.59797598,4.59786268,357040,7.552977702,0.103989536,6.92E-05,0.037090781,0.033868644,0.016936027,7009.726492,,0.832259436,2.430000067,Parliamentary,Left,10,1.929958,26.18678134,66.19999695,0.016024861,0.037090781,8.636274883
Djibouti,DJI,2003,Middle East & North Africa,Lower middle income,1,0.555137229,,2094.82443,,,,11.68999958,,,,,,2.727297778,,,,,76.67,32.77139776,,57.427,40.16493988,,759641,1.685841505,1.981967346,,,13.57999992,,1666.7,72.98,,0.241587575,5.39027323,23200,0,0.623059168,0,0,0.623059168,0,0,97.81017484,0,38.31000137,,NA,2,-0.8247845,0,48.11000061,0,0,0
Dominica,DMA,2003,Latin America & Caribbean,Upper middle income,1,1.673951498,0.169720236,162.647925,9863.00477,6.353391594,0.71529083,,,11.4119426,,,0,43.91493514,,45.82920685,34.49084233,-11.33836452,65.994,93.46666667,4.389731832,,95.57749176,,70100,0.375883876,1.453368004,15.09073857,,,,1333.3,87.71,148.2,63.82666667,3.048643032,750,36.30573248,0.022810796,0,0,0.022810796,0,0,84.24960425,11.03809658,,,NA,,0.5291435,13.60797498,,0,0,10.86168715
Denmark,DNK,2003,Europe & Central Asia,High income,1,10.38827349,0.210204039,75002.52631,49419.95189,0.390058556,2.040508414,5.400000095,37.08143659,1.20661567,-0.102940576,30.14077788,6.552803431,5.478666607,7.5,37.04329853,43.83840887,6.795110335,85.36,127.046288,1.267627792,77.14390244,,6602.63638,5390574,0.272010444,2.075078206,,20.92172748,23.14999962,25.4279077,6096.6,88.22,138.180053,13.57687957,3.716482843,43090,17.49014853,1.105933044,0,0.190428666,0.011459643,0,6602.63638,83.18231409,1.610785803,3.299999952,Parliamentary,Right,10,2.422121,22.16299378,73.55999756,0.904044735,0.190428666,4.724295163
Dominican Republic,DOM,2003,Latin America & Caribbean,Upper middle income,1,2.430906034,0.257926668,28367.1271,9424.795254,-1.345706185,4.854181781,6.940000057,10.71209259,21.49075564,1.140389133,11.74514298,2.588547039,48.80865074,79,42.29650502,42.15299816,-0.143506866,64.605,183.1984475,0.451525527,70.227,115.8429718,1365.261832,8850317,1.426367483,27.44971274,-1.550914218,19.40916274,22.20999908,25.24477746,4000.8,67.63,52.24268293,41.45446077,3.976954558,48670,12.09425176,1.13281669,1.106718156,0,0.026098534,0,1365.261832,,6.693849847,14.27000046,Presidential,Right,8,-0.703046,31.8823029,63.52999878,0,0,1.448146415
Algeria,DZA,2003,Middle East & North Africa,Lower middle income,1,2.838319656,0.290463674,139592.331,9771.685462,7.2,4.140001032,23.71999931,,2.01461938,,,98.04184968,,25,23.87593906,38.24882214,14.37288308,62.284,13.54646477,0.382587438,72.101,105.9267502,786.4144723,32264157,1.275914635,4.268953958,-0.189997738,30.34065695,24.69000053,,1470.3,53.68,6.001172755,0.705660567,3.467578785,2381740,0.896148253,23.39151334,0.032849934,2.985198207,0.140196434,0,786.4144723,,9.810556169,21.71999931,Presidential,Left,-3,-0.6922612,51.458117,53.59000015,20.23326877,2.985198207,0.795911091
Ecuador,ECU,2003,Latin America & Caribbean,Upper middle income,1,2.017035713,0.233837727,44122.401,8625.792511,2.722877337,1.546270347,5.659999847,,14.48800786,,,43.1626886,5.5684615,92,24.64323064,22.59840005,-2.044830585,61.316,53.83184893,0.188013322,73.641,111.7221222,715.7988397,13369678,1.706463013,7.929410005,,19.58955329,18.60000038,19.28628919,2617.3,84.78,156.8221709,54.43633033,3.738319807,256370,62.19469946,9.057918818,0.008105485,0.009014299,0.238845201,0,715.7988397,89.67967719,10.84329972,29.79999924,Presidential,NA,6,-0.7585784,27.99929935,51.61000061,8.801953833,0.009014299,10.2445739
"Egypt, Arab Rep.",EGY,2003,Middle East & North Africa,Lower middle income,1,2.031736645,0.253724597,211890.8016,8007.645579,3.193454739,4.784879215,11.01000023,27.33245509,0.646746135,-5.816287425,13.34994012,43.07715316,23.44930036,42.5,24.38323353,21.79640719,-2.586826347,42.935,73.15897031,3.127307988,69.116,95.33437347,1146.635663,72826097,1.858612723,4.507776363,6.32702595,16.88622754,19.75,19.08350425,7515.4,75.62,477.6668961,0.061418454,3.618392969,1001450,14.06448631,8.571277755,0.053964134,0.766675494,0.262932397,0.000346252,1146.635663,85.49507746,15.28670659,29.87000084,Assembly-Elected President,NA,-6,-0.552832,33.37058683,50.38000107,7.487359478,0.766675494,5.168025025
Eritrea,ERI,2003,Sub-Saharan Africa,Low income,1,0.274922116,,4481.7148,,-2.655515842,2.080988333,6.889999866,,,,,,,,67.56549646,6.442327834,-61.12316862,29.244,25.75220792,1.754835524,57.191,101.5806808,89.58186033,2600973,4.720052368,,,26.54396041,8.970000267,,261,71.09,1.628140704,10.98,5.401414367,117600,0.36101083,4.529917392,0,0,4.529917392,0,89.58186033,99.73160646,11.82992122,67.76000214,,NA,-7,-0.1335291,19.69660113,23.27000046,0,0,0.865496645
Spain,ESP,2003,Europe & Central Asia,High income,1,7.611166445,,407869.657,36867.79434,2.981894836,4.158698884,11.27999973,,1.378048948,,,3.055334578,,138,27.83478298,25.62890612,-2.205876854,76.778,84.50881393,1.984836223,79.6195122,103.4238586,5676.140491,42187645,1.808454468,3.039233684,,27.50347142,30.70999908,23.82271789,3250.7,104.82,175.2709534,35.11418641,4.095679913,505370,21.67904459,0.03783948,0.000705432,0.001212282,0.028252709,0.003772051,5676.140491,80.1321257,3.43115625,5.710000038,Presidential,NA,10,1.393117,27.42120444,63.58000183,0.003897006,0.001212282,10.3947674
Estonia,EST,2003,Europe & Central Asia,High income,1,12.49335386,0.564670233,19449.73738,22125.04418,7.566690082,5.363076287,11.28999996,30.73287809,10.7072308,2.106855167,19.82192901,4.237611269,15.57414948,72,65.59051675,57.14131877,-8.449197983,68.989,32.33592828,2.343752795,71.31707317,101.1879425,5158.602778,1370720,-0.627622448,1.334991165,,35.18432125,30.70000076,23.26793654,1921.7,53.1,71.64954128,53.50386884,8.418182115,45230,0.482330938,1.62096955,0,0,1.523286743,0,5158.602778,76.1853126,3.458923469,6.239999771,,NA,9,0.9137154,26.10305528,63.06999969,0.097682807,0,5.961973409
Ethiopia,ETH,2003,Sub-Saharan Africa,Low income,1,0.069101838,0.0961975,171731.661,718.332994,-2.161359722,3.518651239,2.920000076,15.76337329,,-5.519383487,9.116895507,,26.70638265,47,,,,15.31,72.170584,0.710764054,54.211,65.08451843,28.62662162,72170584,2.850948298,17.7622842,-5.114907985,,6.989999771,,1123.3,42.79,5.702324305,18.3095,33.05451195,1104300,99.30313589,36.18730793,0.118962152,0,36.06834578,0,28.62662162,82.02433639,37.28505541,78.01000214,Presidential,Left,,-0.6589903,12.89950222,15,0,0,0.965515176
Finland,FIN,2003,Europe & Central Asia,High income,1,13.17316796,0.31214004,95013.026,42202.74962,2.003784203,3.985457354,10.47000027,34.89578185,1.970497633,3.109740427,22.05813547,3.94683112,4.234486283,31,30.73496366,37.32083902,6.58587536,82.638,17.11485604,2.830662303,78.36829268,99.6743927,16445.57256,5213014,0.23845724,0.877440386,,22.2268351,26.70000076,28.1807249,3178,98.86,128.6782907,73.4907515,8.126520787,338150,22.60868534,0.379223724,0.020287976,0,0.358935748,0,16445.57256,89.82900442,2.535766298,5.28000021,Parliamentary,Left,10,2.437771,29.5290249,68.02999878,0,0,12.18584007
Fiji,FJI,2003,East Asia & Pacific,Upper middle income,1,1.285127856,0.127019477,1931.6877,10117.56534,0.999999345,2.720000003,3.970000029,,3.063432662,,,,38.43449205,31,68.24655949,59.86720118,-8.379358308,49.085,44.66754242,0.404616507,66.152,108.6627884,,816076,0.100408693,4.172747778,-0.251529121,21.99496145,21.40999985,,2338.9,126.61,19.25294118,56.18505747,3.920028226,18270,42.33162683,1.285139091,0.718813589,0,0.566325502,0,0,82.27396695,12.43069492,29.34000015,Parliamentary,Center,5,0.0565854,18.53111375,49.25,0,0,12.18319072
France,FRA,2003,Europe & Central Asia,High income,1,6.115998108,0.150779108,564607.176,40562.63615,0.823160757,2.81059107,8.31000042,45.63565071,1.638131016,-4.035958314,22.11697552,2.623662635,9.591224824,41,24.68586455,26.11196897,1.426104426,76.632,113.6131324,1.693335933,79.11463415,99.97544861,7529.550299,62244886,0.708779199,2.098472191,,21.18612886,24.13999939,21.94334705,6125.3,89.8,223.3639157,28.52389357,5.055627496,549387,11.23001795,0.051815231,0.000313535,0.004015345,0.040005356,0.000301278,7529.550299,85.2379539,1.850164289,4.25,Parliamentary,Right,9,1.349144,20.1918112,71.61000061,0.007179717,0.004015345,9.714522643
Faroe Islands,FRO,2003,Europe & Central Asia,High income,0,15.46213527,,,,,,,,,,,,,,58.21115412,44.68863352,-13.5225206,38.714,33.97707736,,78.9902439,,,47432,0.420430556,,,29.55771634,,26.92610736,,93.79,,0.05730659,,1396,35.74297189,0,0,0,0,0,0,94.97358,12.05128987,,,NA,,,18.68097256,,0,0,9.148560294
"Micronesia, Fed. Sts.",FSM,2003,East Asia & Pacific,Lower middle income,1,1.337807878,0.37131608,0,3602.881619,1.572115067,2.35469163,,,,,,,,36,76.02864164,18.76488441,-57.26375722,22.33,152.7157143,0.009337392,65.08,,,106901,-0.120599647,0.126643348,15.42027449,,,,1243.5,92.09,,91.34428571,5.994174045,700,0.197044335,0.014273412,0,,0.014273412,,,76.44328633,23.17162858,,,NA,,-0.3352613,6.637007508,,NA,NA,12.37528912
Gabon,GAB,2003,Sub-Saharan Africa,Upper middle income,1,3.517111594,0.218990017,14728.7863,16060.60241,2.247330012,-1.090311072,17.21999931,,,,,88.37102638,2.511705645,,28.37317371,51.9294345,23.55626078,81.083,5.122649125,1.055630546,57.759,137.5253754,936.3969778,1319953,2.426096691,2.235353136,,22.63910148,9.909999847,36.75651741,1538.1,79.17,3.612307692,91.91921062,4.113073628,267670,59.12646675,23.22111267,0.002085407,0.072356602,5.538798815,0,936.3969778,29.6708356,6.004020935,38.56999969,Presidential,NA,-4,-0.6319908,47.0391681,51.50999832,17.60787184,0.072356602,2.670812241
United Kingdom,GBR,2003,Europe & Central Asia,High income,1,9.053277839,0.221049507,670993.347,40955.88342,3.28637759,3.161852625,4.809999943,35.66443521,1.55469742,-3.05477489,24.54738627,8.184863157,,12,26.05906762,23.8566364,-2.202431223,79.339,246.5489067,2.229184046,78.44634146,99.99331665,6174.550896,59647577,0.465641114,1.376500385,1.407810676,17.86597576,23.34000015,15.90107001,7032.8,93.32,315.9568828,12.34034638,4.419462289,243610,2.684947302,0.79078562,0,0.23431919,0.004938381,0.004501994,6174.550896,80.82302302,0.85417273,1.25,Parliamentary,Left,10,2.039183,21.05840757,75.41000366,0.547026055,0.23431919,4.433778412
Georgia,GEO,2003,Europe & Central Asia,Upper middle income,1,0.954857055,0.153247368,9653.4444,6230.821909,11.05872319,3.61835818,11.51000023,10.69114093,7.124439422,-0.89326374,7.032846417,5.05169366,13.73801038,25,46.17764856,31.45572798,-14.72192058,52.83,69.13705868,25.05791027,70.349,106.9096527,1749.863857,3951736,7.786010249,0.837734532,19.65777315,29.09587697,8.350000381,16.3147927,2136.9,159.54,14.36907731,39.99338034,6.38966578,69700,91.1452514,0.961505182,0.287986181,0.020742686,0.131685745,0.000376499,1749.863857,28.30689005,19.30150278,54.90000153,,NA,5,-0.6959892,24.08542637,36.75,0.520714071,0.020742686,18.02277429
Ghana,GHA,2003,Sub-Saharan Africa,Lower middle income,1,0.367755038,0.126494451,108030.308,2907.28197,5.200000074,4.260077489,7.340000153,22.02037568,2.101173631,-3.622428606,18.47768613,0.048180332,13.81334056,21,56.60810306,40.67904265,-15.92906041,45.951,91.19407137,2.46857072,57.785,77.61261749,217.9245706,20750299,2.458459468,26.67494973,,22.93692798,14.06999969,21.62437029,1396.4,62.32,6.838948626,37.69405819,5.084789557,238540,66.06596396,16.13730906,1.801389108,0.000685065,13.90061473,0,217.9245706,4.3988355,36.5454059,55.09999847,Presidential,Right,6,-0.2544806,25.2099151,30.84000015,0.434620165,0.000685065,18.5871129
Gibraltar,GIB,2003,Europe & Central Asia,High income,0,10.9260943,,384.493309,,,,,,,,,,,,,,,100,3255.5,,,,3993.242205,32555,1.40126332,,,,,,,,,,,10,0,,,,,,3993.242205,77.0638213,,,,NA,,,0,,NA,NA,0
Guinea,GIN,2003,Sub-Saharan Africa,Low income,1,0.214915002,0.121305009,75067.41,1771.691075,1.24860126,3.756428355,4.550000191,,,,,,,48,25.18539567,25.95674335,0.77134768,31.698,35.62222448,,51.901,73.02693939,,8753093,1.926553518,,,21.61600363,5.550000191,20.65661422,1484.8,64.7,0.793939394,27.75923816,11.99321458,245860,46.34994206,16.29366399,4.131194475,0,12.16246951,0,0,51.11266316,20.7799679,70.06999969,Presidential,Left,-1,-0.8173987,31.72386291,24.37999916,0,0,0
"Gambia, The",GMB,2003,Sub-Saharan Africa,Low income,1,0.207385899,0.091874335,2438.47282,2257.277835,6.869999622,3.589999612,9.56000042,,,,,0,43.05691755,,37.76500659,31.09378645,-6.671220144,50.555,143.2732213,0.818503619,57.159,80.64457703,,1449925,3.200064519,17.03286654,14.56180197,10.03888601,17.21999931,10.27252807,1199.7,92.48,9.403333333,33.60978261,4.692172882,11300,0,6.128420644,0,0,6.128420644,0,0,54.42239575,26.74829049,34.13999939,Assembly-Elected President,Left,-5,-0.2874305,14.84902505,48.65000153,0,0,10.49995585
Guinea-Bissau,GNB,2003,Sub-Saharan Africa,Low income,1,0.151445681,0.092287603,10897.1552,1641.018684,0.568510176,-4.088745133,3.170000076,,,,,,3.379972397,,24.59180791,18.67981089,-5.911997024,37.387,45.63673542,0.005053222,51.501,,,1283305,2.273916047,-3.502585511,,9.082794346,9.510000229,6.622409664,1075.9,62.68,,75.51724751,14.42960752,36130,0,17.87376642,0,0,17.87376642,0,0,,42.34587922,67.31999969,Presidential,Left,-1,-1.148657,17.48574277,23.18000031,0,0,1.241614535
Equatorial Guinea,GNQ,2003,Sub-Saharan Africa,Upper middle income,0,11.20397458,0.510554981,,21944.69741,13.95525032,30.09899744,8.56000042,,,,,,,,,,,54.307,24.48,,54.064,94.71421051,,686664,4.205674188,7.323543994,,,21.48999977,,,77.2,,92.35326203,3.591647594,28050,39.39393939,,0.056775754,,2.104416438,,,52.69399252,0,41.58000183,Presidential,NA,-6,-1.515184,0,36.93000031,NA,NA,0
Greece,GRC,2003,Europe & Central Asia,High income,1,8.760745127,0.262188904,118731.242,33413.8669,5.794530976,3.788351231,9.409999847,42.02232512,1.087452677,-7.882399959,19.70767677,6.878478274,29.43107789,38,29.64547092,18.54458287,-11.10088805,73.689,84.77944143,8.508945239,78.84146341,97.95394897,5091.292424,10928070,0.238643175,3.530651885,,27.3748853,22.54000092,18.15744536,3693.6,99.29,162.0903392,28.63228549,3.897841402,131960,10.17528711,0.053519918,0.017574189,0.00088518,0.010525458,0.018092989,5091.292424,,4.9997836,15.02999973,Assembly-Elected President,NA,10,0.3888408,20.51751706,62.41999817,0.006442102,0.00088518,13.73535438
Grenada,GRD,2003,Latin America & Caribbean,Upper middle income,1,2.080217297,0.163299529,473.3431,12738.66074,9.463973431,4.99064821,,,8.653596531,,,0.003439411,57.92724437,,52.69928611,30.37732045,-22.32196566,35.907,305.8970588,0.144868009,73.023,111.8689804,,104005,0.35735136,2.154928099,12.13463967,,,,999.6,95.25,,52.05882353,3.016049878,340,0,0,0,0,0,0,0,,5.869748871,,Parliamentary,NA,,0.7022477,17.00871384,,0,0,7.33145525
Greenland,GRL,2003,Europe & Central Asia,High income,1,7.558160839,,,,4.430045721,3.307064168,,,8.817253602,,,0.028172841,,,49.50139259,37.79580469,-11.70558791,82.338,0.138299427,0.007486325,68.43536585,,,56765,0.275195545,,,19.35609528,,,,,,0.000535997,,410450,58.02389409,0,0,0,0,0,0,23.57891739,17.87780223,,,NA,,,14.63295873,,0,0,12.24835912
Guatemala,GTM,2003,Latin America & Caribbean,Upper middle income,1,0.855364181,0.12937291,55215.322,6611.617395,2.530791568,3.729731919,2.809999943,14.34610904,33.89470116,-2.594767269,11.67385567,8.197056641,15.68469024,41,40.18597964,25.77366964,-14.41231001,46.318,115.8579134,0.38512489,69.092,,453.8742172,12415334,2.180745246,5.603476754,10.07342549,20.30059505,23.63999939,15.90104226,2053.7,59.08,91.67182663,37.9173199,4.09176578,108890,49.21421492,1.561977799,0.059049914,0,0.735275055,0,453.8742172,88.82498255,13.25952143,33.52000046,Presidential,NA,8,-0.7666503,27.01543668,42.84000015,0.76765283,0,13.70229906
Guam,GUM,2003,East Asia & Pacific,High income,0,,,73.5058179,,0.920598389,,9.43999958,,5.072183512,,,,,,46.46067416,17.7247191,-28.73595506,93.435,292.0685185,,76.065,,,157717,0.343609119,,,,13.22000027,,2026.4,121.43,,44.44444444,,540,0,0,0,0,0,0,0,52.14468848,,0.439999998,,NA,,,0,86.33000183,0,0,0
Guyana,GUY,2003,Latin America & Caribbean,Upper middle income,1,2.1013537,0.262351251,5790.9817,8009.695745,-0.632225403,0.665878407,11.60999966,,28.04834515,,,0.001184306,4.21179302,,99.48579368,89.67669196,-9.809101719,28.307,3.785334011,5.363347435,66.122,97.42949677,,745143,0.047518948,5.980978141,9.810426495,20.95211587,25.23999977,11.86366075,4155.5,86.99,23.05555556,94.23874524,9.197154116,214970,0,11.9921888,2.486169485,0,9.506019313,0,0,36.76213635,32.11281097,21.72999954,Parliamentary,Left,6,-0.39756,18.04961684,53.02999878,0,0,24.47492792
"Hong Kong SAR, China",HKG,2003,East Asia & Pacific,High income,1,6.441820883,0.170029743,47892.75,37886.43536,3.056288236,1.301037983,7.860000134,,0.773270191,,,0.89664625,3.699667059,11,141.6786759,150.77598,9.097304063,100,6410.285714,1.724411281,81.37804878,,5713.882451,6730800,-0.197404126,-2.673796791,11.71128232,22.37964014,17.11000061,32.33656072,1989.8,93.48,359.8,,2.370516713,1100,0,0.000974241,0,0,0.000974241,0,5713.882451,100,0.075198799,0.219999999,,NA,,1.852923,9.858602385,82.66999817,0,0,2.006144028
Honduras,HND,2003,Latin America & Caribbean,Lower middle income,1,0.952572211,0.224895285,22792.4616,4235.625521,4.547038052,3.324680248,5.300000191,20.90257657,57.31515441,-2.966016841,13.74646578,0.194978895,13.51362594,61,68.15424968,54.0940275,-14.06022219,47.267,63.5116543,5.895561447,71.511,108.7432098,540.2234265,7106319,2.523064126,7.674166394,14.22506592,25.28088236,21.40999985,19.82553643,1533.4,79.78,54.89700375,60.03601752,6.312302505,112490,39.17548501,1.361598221,0.131302995,0,1.230295226,0,540.2234265,,11.61409852,37.36000061,Presidential,NA,7,-0.9234992,27.37165815,41.22999954,0,0,15.96724624
